name,lat,lng,attr,distance(km),cool_time_Lv1(h),cool_time_Lv1(hms),cool_time_Lv2(h),cool_time_Lv2(hms),cool_time_Lv3(h),cool_time_Lv3(hms),cool_time_Lv4(h),cool_time_Lv4(hms),cool_time_Lv5(h),cool_time_Lv5(hms),cool_time_Lv6(h),cool_time_Lv6(hms),cool_time_Lv7(h),cool_time_Lv7(hms)
国立競技場,35.679831,139.714932,heat,833.490,20.73551,20時間44分8秒,19.28511,19時間17分6秒,17.88212,17時間52分56秒,16.52654,16時間31分36秒,13.72430,13時間43分27秒,11.09985,11時間5分59秒,8.65318,8時間39分11秒
西新宿五丁目,35.689798,139.684304,heat,832.843,20.73408,20時間44分3秒,19.28285,19時間16分58秒,17.87911,17時間52分45秒,16.52287,16時間31分22秒,13.72006,13時間43分12秒,11.09538,11時間5分43秒,8.64881,8時間38分56秒
落合南長崎,35.723608,139.683303,heat,829.149,20.72593,20時間43分33秒,19.26989,19時間16分12秒,17.86186,17時間51分43秒,16.50183,16時間30分7秒,13.69580,13時間41分45秒,11.06979,11時間4分11秒,8.62379,8時間37分26秒
新江古田,35.732538,139.670653,heat,828.357,20.72418,20時間43分27秒,19.26711,19時間16分2秒,17.85815,17時間51分29秒,16.49730,16時間29分50秒,13.69058,13時間41分26秒,11.06429,11時間3分51秒,8.61841,8時間37分6秒
練馬春日町,35.751452,139.640236,heat,826.742,20.72060,20時間43分14秒,19.26142,19時間15分41秒,17.85057,17時間51分2秒,16.48806,16時間29分17秒,13.67993,13時間40分48秒,11.05305,11時間3分11秒,8.60743,8時間36分27秒
光が丘,35.758526,139.628603,heat,826.144,20.71927,20時間43分9秒,19.25931,19時間15分34秒,17.84777,17時間50分52秒,16.48464,16時間29分5秒,13.67598,13時間40分34秒,11.04888,11時間2分56秒,8.60335,8時間36分12秒
西馬込,35.586859,139.705942,eco,843.826,20.75810,20時間45分29秒,19.32101,19時間19分16秒,17.92993,17時間55分48秒,16.58485,16時間35分5秒,13.79154,13時間47分30秒,11.17077,11時間10分15秒,8.72253,8時間43分21秒
馬込,35.596435,139.711772,eco,842.691,20.75563,20時間45分20秒,19.31709,19時間19分2秒,17.92471,17時間55分29秒,16.57849,16時間34分43秒,13.78420,13時間47分3秒,11.16303,11時間9分47秒,8.71496,8時間42分54秒
高輪台,35.631679,139.730305,eco,838.556,20.74662,20時間44分48秒,19.30276,19時間18分10秒,17.90563,17時間54分20秒,16.55522,16時間33分19秒,13.75737,13時間45分27秒,11.13472,11時間8分5秒,8.68728,8時間41分14秒
三田(東京),35.64818,139.748775,cool,836.483,20.74208,20時間44分31秒,19.29555,19時間17分44秒,17.89603,17時間53分46秒,16.54350,16時間32分37秒,13.74386,13時間44分38秒,11.12048,11時間7分14秒,8.67336,8時間40分24秒
本所吾妻橋,35.70858,139.804624,heat,829.070,20.72576,20時間43分33秒,19.26961,19時間16分11秒,17.86149,17時間51分41秒,16.50137,16時間30分5秒,13.69528,13時間41分43秒,11.06924,11時間4分9秒,8.62326,8時間37分24秒
芝公園,35.654074,139.749824,eco,835.820,20.74062,20時間44分26秒,19.29324,19時間17分36秒,17.89295,17時間53分35秒,16.53975,16時間32分23秒,13.73953,13時間44分22秒,11.11592,11時間6分57秒,8.66889,8時間40分8秒
御成門,35.661215,139.751535,eco,835.012,20.73885,20時間44分20秒,19.29042,19時間17分26秒,17.88920,17時間53分21秒,16.53518,16時間32分7秒,13.73426,13時間44分3秒,11.11035,11時間6分37秒,8.66345,8時間39分48秒
内幸町,35.66975,139.75561,eco,834.017,20.73667,20時間44分12秒,19.28695,19時間17分13秒,17.88457,17時間53分4秒,16.52953,16時間31分46秒,13.72775,13時間43分40秒,11.10349,11時間6分13秒,8.65674,8時間39分24秒
白山(東京),35.721408,139.752136,eco,828.393,20.72426,20時間43分27秒,19.26723,19時間16分2秒,17.85832,17時間51分30秒,16.49751,16時間29分51秒,13.69082,13時間41分27秒,11.06454,11時間3分52秒,8.61866,8時間37分7秒
千石,35.727957,139.744792,eco,827.778,20.72290,20時間43分22秒,19.26507,19時間15分54秒,17.85543,17時間51分20秒,16.49399,16時間29分38秒,13.68677,13時間41分12秒,11.06026,11時間3分37秒,8.61448,8時間36分52秒
西巣鴨,35.743508,139.728712,heat,826.302,20.71962,20時間43分11秒,19.25987,19時間15分36秒,17.84851,17時間50分55秒,16.48554,16時間29分8秒,13.67702,13時間40分37秒,11.04999,11時間3分0秒,8.60443,8時間36分16秒
新板橋,35.748785,139.720101,heat,825.847,20.71861,20時間43分7秒,19.25826,19時間15分30秒,17.84637,17時間50分47秒,16.48294,16時間28分59秒,13.67402,13時間40分26秒,11.04681,11時間2分49秒,8.60133,8時間36分5秒
板橋区役所前,35.751284,139.710102,heat,825.719,20.71833,20時間43分6秒,19.25781,19時間15分28秒,17.84577,17時間50分45秒,16.48220,16時間28分56秒,13.67317,13時間40分23秒,11.04592,11時間2分45秒,8.60046,8時間36分2秒
板橋本町,35.761339,139.705535,heat,824.682,20.71603,20時間42分58秒,19.25415,19時間15分15秒,17.84089,17時間50分27秒,16.47625,16時間28分35秒,13.66631,13時間39分59秒,11.03869,11時間2分19秒,8.59338,8時間35分36秒
本蓮沼,35.768782,139.702324,heat,823.913,20.71432,20時間42分52秒,19.25143,19時間15分5秒,17.83727,17時間50分14秒,16.47184,16時間28分19秒,13.66122,13時間39分40秒,11.03332,11時間2分0秒,8.58813,8時間35分17秒
志村坂上,35.775725,139.69538,heat,823.253,20.71285,20時間42分46秒,19.24910,19時間14分57秒,17.83416,17時間50分3秒,16.46804,16時間28分5秒,13.65684,13時間39分25秒,11.02870,11時間1分43秒,8.58362,8時間35分1秒
志村三丁目,35.777391,139.685937,heat,823.211,20.71275,20時間42分46秒,19.24895,19時間14分56秒,17.83396,17時間50分2秒,16.46780,16時間28分4秒,13.65656,13時間39分24秒,11.02841,11時間1分42秒,8.58333,8時間35分0秒
蓮根,35.784335,139.678993,cool,822.552,20.71128,20時間42分41秒,19.24661,19時間14分48秒,17.83086,17時間49分51秒,16.46401,16時間27分50秒,13.65219,13時間39分8秒,11.02380,11時間1分26秒,8.57882,8時間34分44秒
西台,35.78699,139.673971,cool,822.336,20.71080,20時間42分39秒,19.24585,19時間14分45秒,17.82984,17時間49分47秒,16.46277,16時間27分46秒,13.65076,13時間39分3秒,11.02229,11時間1分20秒,8.57735,8時間34分38秒
高島平,35.789056,139.661216,cool,822.302,20.71073,20時間42分39秒,19.24573,19時間14分45秒,17.82968,17時間49分47秒,16.46257,16時間27分45秒,13.65053,13時間39分2秒,11.02205,11時間1分19秒,8.57711,8時間34分38秒
新高島平,35.790189,139.654275,cool,822.283,20.71068,20時間42分38秒,19.24566,19時間14分44秒,17.82959,17時間49分47秒,16.46246,16時間27分45秒,13.65041,13時間39分1秒,11.02191,11時間1分19秒,8.57698,8時間34分37秒
西高島平,35.791833,139.64594,cool,822.229,20.71056,20時間42分38秒,19.24547,19時間14分44秒,17.82933,17時間49分46秒,16.46215,16時間27分44秒,13.65005,13時間39分0秒,11.02154,11時間1分18秒,8.57661,8時間34分36秒
曙橋,35.692402,139.722881,heat,831.996,20.73222,20時間43分56秒,19.27988,19時間16分48秒,17.87516,17時間52分31秒,16.51805,16時間31分5秒,13.71451,13時間42分52秒,11.08952,11時間5分22秒,8.64309,8時間38分35秒
岩本町,35.695534,139.775866,cool,830.901,20.72980,20時間43分47秒,19.27604,19時間16分34秒,17.87005,17時間52分12秒,16.51182,16時間30分43秒,13.70732,13時間42分26秒,11.08194,11時間4分55秒,8.63567,8時間38分8秒
浜町,35.688516,139.788154,cool,831.502,20.73113,20時間43分52秒,19.27815,19時間16分41秒,17.87285,17時間52分22秒,16.51524,16時間30分55秒,13.71127,13時間42分41秒,11.08610,11時間5分10秒,8.63974,8時間38分23秒
菊川(東京),35.688379,139.806016,cool,831.271,20.73062,20時間43分50秒,19.27734,19時間16分38秒,17.87178,17時間52分18秒,16.51392,16時間30分50秒,13.70975,13時間42分35秒,11.08450,11時間5分4秒,8.63818,8時間38分17秒
西大島,35.689349,139.826206,eco,830.890,20.72978,20時間43分47秒,19.27600,19時間16分34秒,17.87000,17時間52分12秒,16.51175,16時間30分42秒,13.70725,13時間42分26秒,11.08186,11時間4分55秒,8.63560,8時間38分8秒
大島(東京),35.689905,139.83565,eco,830.702,20.72936,20時間43分46秒,19.27535,19時間16分31秒,17.86912,17時間52分9秒,16.51068,16時間30分38秒,13.70601,13時間42分22秒,11.08056,11時間4分50秒,8.63433,8時間38分4秒
東大島,35.690355,139.845963,eco,830.515,20.72895,20時間43分44秒,19.27469,19時間16分29秒,17.86824,17時間52分6秒,16.50962,16時間30分35秒,13.70478,13時間42分17秒,11.07926,11時間4分45秒,8.63306,8時間37分59秒
船堀,35.683795,139.864258,eco,830.994,20.73001,20時間43分48秒,19.27637,19時間16分35秒,17.87048,17時間52分14秒,16.51235,16時間30分44秒,13.70793,13時間42分29秒,11.08258,11時間4分57秒,8.63630,8時間38分11秒
一之江,35.686055,139.882934,eco,830.501,20.72892,20時間43分44秒,19.27464,19時間16分29秒,17.86818,17時間52分5秒,16.50954,16時間30分34秒,13.70469,13時間42分17秒,11.07917,11時間4分45秒,8.63296,8時間37分59秒
瑞江,35.693318,139.89761,eco,829.512,20.72673,20時間43分36秒,19.27117,19時間16分16秒,17.86356,17時間51分49秒,16.50390,16時間30分14秒,13.69819,13時間41分53秒,11.07231,11時間4分20秒,8.62626,8時間37分35秒
篠崎,35.706017,139.903698,eco,828.036,20.72347,20時間43分24秒,19.26598,19時間15分58秒,17.85664,17時間51分24秒,16.49547,16時間29分44秒,13.68847,13時間41分18秒,11.06205,11時間3分43秒,8.61623,8時間36分58秒
三ノ輪橋,35.732248,139.791412,eco,826.651,20.72040,20時間43分13秒,19.26110,19時間15分40秒,17.85015,17時間51分1秒,16.48754,16時間29分15秒,13.67933,13時間40分46秒,11.05242,11時間3分9秒,8.60681,8時間36分25秒
荒川一中前,35.733659,139.788988,eco,826.530,20.72013,20時間43分12秒,19.26067,19時間15分38秒,17.84958,17時間50分58秒,16.48685,16時間29分13秒,13.67853,13時間40分43秒,11.05157,11時間3分6秒,8.60598,8時間36分22秒
荒川区役所前,35.73493,139.786456,eco,826.425,20.71990,20時間43分12秒,19.26030,19時間15分37秒,17.84909,17時間50分57秒,16.48625,16時間29分10秒,13.67784,13時間40分40秒,11.05084,11時間3分3秒,8.60527,8時間36分19秒
荒川二丁目,35.738623,139.784696,eco,826.044,20.71905,20時間43分9秒,19.25896,19時間15分32秒,17.84730,17時間50分50秒,16.48407,16時間29分3秒,13.67532,13時間40分31秒,11.04819,11時間2分53秒,8.60267,8時間36分10秒
荒川七丁目,35.741975,139.78417,eco,825.683,20.71825,20時間43分6秒,19.25769,19時間15分28秒,17.84560,17時間50分44秒,16.48200,16時間28分55秒,13.67293,13時間40分23秒,11.04567,11時間2分44秒,8.60021,8時間36分1秒
町屋二丁目,35.743837,139.776625,eco,825.584,20.71803,20時間43分5秒,19.25734,19時間15分26秒,17.84514,17時間50分42秒,16.48143,16時間28分53秒,13.67228,13時間40分20秒,11.04498,11時間2分42秒,8.59954,8時間35分58秒
東尾久三丁目,35.745398,139.774386,eco,825.444,20.71772,20時間43分4秒,19.25684,19時間15分25秒,17.84448,17時間50分40秒,16.48063,16時間28分50秒,13.67135,13時間40分17秒,11.04400,11時間2分38秒,8.59858,8時間35分55秒
熊野前,35.749212,139.769204,cool,825.098,20.71695,20時間43分1秒,19.25562,19時間15分20秒,17.84285,17時間50分34秒,16.47864,16時間28分43秒,13.66906,13時間40分9秒,11.04159,11時間2分30秒,8.59622,8時間35分46秒
宮ノ前,35.750135,139.764955,cool,825.057,20.71686,20時間43分1秒,19.25547,19時間15分20秒,17.84266,17時間50分34秒,16.47841,16時間28分42秒,13.66879,13時間40分8秒,11.04130,11時間2分29秒,8.59594,8時間35分45秒
小台,35.750579,139.761779,cool,825.053,20.71685,20時間43分1秒,19.25546,19時間15分20秒,17.84264,17時間50分33秒,16.47838,16時間28分42秒,13.66877,13時間40分8秒,11.04128,11時間2分29秒,8.59591,8時間35分45秒
荒川遊園地前,35.750744,139.757767,cool,825.092,20.71694,20時間43分1秒,19.25560,19時間15分20秒,17.84282,17時間50分34秒,16.47861,16時間28分43秒,13.66902,13時間40分8秒,11.04155,11時間2分30秒,8.59618,8時間35分46秒
荒川車庫前,35.750909,139.752617,cool,825.147,20.71706,20時間43分1秒,19.25579,19時間15分21秒,17.84308,17時間50分35秒,16.47892,16時間28分44秒,13.66939,13時間40分10秒,11.04193,11時間2分31秒,8.59656,8時間35分48秒
梶原,35.751162,139.747403,cool,825.193,20.71716,20時間43分2秒,19.25596,19時間15分21秒,17.84330,17時間50分36秒,16.47919,16時間28分45秒,13.66969,13時間40分11秒,11.04225,11時間2分32秒,8.59687,8時間35分49秒
栄町(東京),35.750909,139.742124,cool,825.297,20.71739,20時間43分3秒,19.25632,19時間15分23秒,17.84379,17時間50分38秒,16.47978,16時間28分47秒,13.67038,13時間40分13秒,11.04298,11時間2分35秒,8.59758,8時間35分51秒
飛鳥山,35.750248,139.737382,cool,825.437,20.71770,20時間43分4秒,19.25682,19時間15分25秒,17.84444,17時間50分40秒,16.48059,16時間28分50秒,13.67131,13時間40分17秒,11.04396,11時間2分38秒,8.59853,8時間35分55秒
滝野川一丁目,35.747374,139.735376,cool,825.781,20.71847,20時間43分6秒,19.25803,19時間15分29秒,17.84606,17時間50分46秒,16.48256,16時間28分57秒,13.67358,13時間40分25秒,11.04635,11時間2分47秒,8.60088,8時間36分3秒
西ヶ原四丁目,35.744501,139.732779,cool,826.134,20.71925,20時間43分9秒,19.25928,19時間15分33秒,17.84772,17時間50分52秒,16.48458,16時間29分4秒,13.67591,13時間40分33秒,11.04881,11時間2分56秒,8.60329,8時間36分12秒
新庚申塚,35.741348,139.730451,heat,826.514,20.72010,20時間43分12秒,19.26062,19時間15分38秒,17.84950,17時間50分58秒,16.48676,16時間29分12秒,13.67842,13時間40分42秒,11.05146,11時間3分5秒,8.60587,8時間36分21秒
庚申塚,35.739563,139.729743,heat,826.720,20.72055,20時間43分14秒,19.26134,19時間15分41秒,17.85047,17時間51分2秒,16.48794,16時間29分17秒,13.67978,13時間40分47秒,11.05290,11時間3分10秒,8.60728,8時間36分26秒
巣鴨新田,35.735488,139.727769,heat,827.196,20.72161,20時間43分18秒,19.26302,19時間15分47秒,17.85271,17時間51分10秒,16.49066,16時間29分26秒,13.68293,13時間40分59秒,11.05621,11時間3分22秒,8.61052,8時間36分38秒
向原(東京),35.728938,139.724894,heat,827.956,20.72329,20時間43分24秒,19.26570,19時間15分57秒,17.85627,17時間51分23秒,16.49501,16時間29分42秒,13.68794,13時間41分17秒,11.06150,11時間3分41秒,8.61569,8時間36分56秒
都電雑司ヶ谷,35.724261,139.718006,heat,828.569,20.72465,20時間43分29秒,19.26785,19時間16分4秒,17.85914,17時間51分33秒,16.49851,16時間29分55秒,13.69198,13時間41分31秒,11.06576,11時間3分57秒,8.61985,8時間37分11秒
学習院下,35.716248,139.71247,heat,829.529,20.72677,20時間43分36秒,19.27123,19時間16分16秒,17.86363,17時間51分49秒,16.50399,16時間30分14秒,13.69830,13時間41分54秒,11.07243,11時間4分21秒,8.62637,8時間37分35秒
面影橋,35.712981,139.714444,heat,829.859,20.72750,20時間43分39秒,19.27239,19時間16分21秒,17.86518,17時間51分55秒,16.50588,16時間30分21秒,13.70047,13時間42分2秒,11.07472,11時間4分29秒,8.62861,8時間37分43秒
早稲田(東京都交通局),35.711848,139.718928,heat,829.918,20.72763,20時間43分39秒,19.27259,19時間16分21秒,17.86545,17時間51分56秒,16.50621,16時間30分22秒,13.70086,13時間42分3秒,11.07512,11時間4分30秒,8.62901,8時間37分44秒
西羽生,36.17635,139.523986,cool,782.135,20.61899,20時間37分8秒,19.09995,19時間6分0秒,17.63555,17時間38分8秒,16.22577,16時間13分33秒,13.37747,13時間22分39秒,10.73405,10時間44分3秒,8.29552,8時間17分44秒
新郷(埼玉),36.171317,139.510474,cool,782.915,20.62082,20時間37分15秒,19.10285,19時間6分10秒,17.63940,17時間38分22秒,16.23048,16時間13分50秒,13.38289,13時間22分58秒,10.73977,10時間44分23秒,8.30111,8時間18分4秒
武州荒木,36.162614,139.488569,cool,784.243,20.62391,20時間37分26秒,19.10777,19時間6分28秒,17.64596,17時間38分45秒,16.23848,16時間14分19秒,13.39212,13時間23分32秒,10.74950,10時間44分58秒,8.31062,8時間18分38秒
東行田,36.147265,139.468394,cool,786.269,20.62863,20時間37分43秒,19.11527,19時間6分55秒,17.65594,17時間39分21秒,16.25065,16時間15分2秒,13.40616,13時間24分22秒,10.76431,10時間45分52秒,8.32510,8時間19分30秒
行田市,36.143759,139.458851,cool,786.819,20.62991,20時間37分48秒,19.11730,19時間7分2秒,17.65865,17時間39分31秒,16.25395,16時間15分14秒,13.40997,13時間24分36秒,10.76832,10時間46分6秒,8.32903,8時間19分44秒
持田,36.137615,139.44155,cool,787.794,20.63218,20時間37分56秒,19.12090,19時間7分15秒,17.66344,17時間39分48秒,16.25980,16時間15分35秒,13.41671,13時間25分0秒,10.77543,10時間46分32秒,8.33598,8時間20分10秒
ソシオ流通センター,36.1365,139.424333,cool,788.222,20.63317,20時間37分59秒,19.12248,19時間7分21秒,17.66554,17時間39分56秒,16.26237,16時間15分45秒,13.41967,13時間25分11秒,10.77855,10時間46分43秒,8.33903,8時間20分21秒
上熊谷,36.142657,139.38134,cool,788.328,20.63342,20時間38分0秒,19.12287,19時間7分22秒,17.66606,17時間39分58秒,16.26300,16時間15分47秒,13.42040,13時間25分13秒,10.77933,10時間46分46秒,8.33979,8時間20分23秒
石原(埼玉),36.147612,139.368901,cool,788.017,20.63269,20時間37分58秒,19.12172,19時間7分18秒,17.66454,17時間39分52秒,16.26114,16時間15分40秒,13.41825,13時間25分6秒,10.77706,10時間46分37秒,8.33757,8時間20分15秒
ひろせ野鳥の森,36.146242,139.352086,cool,788.476,20.63376,20時間38分2秒,19.12341,19時間7分24秒,17.66679,17時間40分0秒,16.26389,16時間15分50秒,13.42142,13時間25分17秒,10.78040,10時間46分49秒,8.34084,8時間20分27秒
大麻生,36.144612,139.331859,cool,789.030,20.63504,20時間38分6秒,19.12546,19時間7分32秒,17.66951,17時間40分10秒,16.26720,16時間16分2秒,13.42525,13時間25分31秒,10.78444,10時間47分4秒,8.34478,8時間20分41秒
明戸,36.142958,139.303306,cool,789.748,20.63671,20時間38分12秒,19.12810,19時間7分41秒,17.67303,17時間40分23秒,16.27150,16時間16分17秒,13.43020,13時間25分49秒,10.78966,10時間47分23秒,8.34989,8時間21分0秒
武川,36.142197,139.281714,cool,790.242,20.63785,20時間38分16秒,19.12992,19時間7分48秒,17.67545,17時間40分32秒,16.27445,16時間16分28秒,13.43361,13時間26分1秒,10.79326,10時間47分36秒,8.35341,8時間21分12秒
永田(埼玉),36.135314,139.259516,cool,791.416,20.64057,20時間38分26秒,19.13424,19時間8分3秒,17.68120,17時間40分52秒,16.28147,16時間16分53秒,13.44169,13時間26分30秒,10.80178,10時間48分6秒,8.36174,8時間21分42秒
ふかや花園,36.132056,139.251472,cool,791.926,20.64175,20時間38分30秒,19.13611,19時間8分10秒,17.68370,17時間41分1秒,16.28451,16時間17分4秒,13.44520,13時間26分43秒,10.80549,10時間48分20秒,8.36536,8時間21分55秒
小前田,36.12895,139.222386,cool,792.830,20.64384,20時間38分38秒,19.13943,19時間8分22秒,17.68812,17時間41分17秒,16.28990,16時間17分24秒,13.45142,13時間27分5秒,10.81204,10時間48分43秒,8.37177,8時間22分18秒
桜沢(埼玉),36.128672,139.206981,cool,793.164,20.64461,20時間38分41秒,19.14065,19時間8分26秒,17.68975,17時間41分23秒,16.29189,16時間17分31秒,13.45371,13時間27分13秒,10.81446,10時間48分52秒,8.37414,8時間22分27秒
波久礼,36.126728,139.158078,heat,794.352,20.64735,20時間38分50秒,19.14501,19時間8分42秒,17.69555,17時間41分44秒,16.29896,16時間17分56秒,13.46187,13時間27分43秒,10.82306,10時間49分23秒,8.38255,8時間22分57秒
樋口,36.131076,139.122226,heat,794.610,20.64794,20時間38分53秒,19.14595,19時間8分45秒,17.69681,17時間41分48秒,16.30050,16時間18分2秒,13.46364,13時間27分49秒,10.82493,10時間49分30秒,8.38438,8時間23分4秒
野上,36.11157,139.110865,heat,796.955,20.65334,20時間39分12秒,19.15453,19時間9分16秒,17.70822,17時間42分30秒,16.31443,16時間18分52秒,13.47970,13時間28分47秒,10.84187,10時間50分31秒,8.40094,8時間24分3秒
長瀞,36.095462,139.112346,heat,798.668,20.65727,20時間39分26秒,19.16078,19時間9分39秒,17.71655,17時間43分0秒,16.32458,16時間19分28秒,13.49141,13時間29分29秒,10.85422,10時間51分15秒,8.41301,8時間24分47秒
上長瀞,36.086169,139.11319,heat,799.657,20.65954,20時間39分34秒,19.16438,19時間9分52秒,17.72134,17時間43分17秒,16.33043,16時間19分50秒,13.49815,13時間29分53秒,10.86133,10時間51分41秒,8.41997,8時間25分12秒
親鼻,36.077539,139.106103,heat,800.737,20.66201,20時間39分43秒,19.16831,19時間10分6秒,17.72658,17時間43分36秒,16.33681,16時間20分13秒,13.50551,13時間30分20秒,10.86910,10時間52分9秒,8.42756,8時間25分39秒
皆野,36.068682,139.093947,heat,801.945,20.66477,20時間39分53秒,19.17270,19時間10分22秒,17.73242,17時間43分57秒,16.34394,16時間20分38秒,13.51373,13時間30分49秒,10.87777,10時間52分40秒,8.43604,8時間26分10秒
和銅黒谷,36.046671,139.101666,heat,804.170,20.66985,20時間40分11秒,19.18076,19時間10分51秒,17.74316,17時間44分35秒,16.35705,16時間21分25秒,13.52885,13時間31分44秒,10.89371,10時間53分37秒,8.45162,8時間27分6秒
大野原,36.018586,139.094071,eco,807.366,20.67712,20時間40分38秒,19.19232,19時間11分32秒,17.75855,17時間45分31秒,16.37581,16時間22分33秒,13.55049,13時間33分2秒,10.91653,10時間55分0秒,8.47394,8時間28分26秒
秩父,35.99883,139.086044,eco,809.669,20.68234,20時間40分56秒,19.20061,19時間12分2秒,17.76960,17時間46分11秒,16.38929,16時間23分21秒,13.56603,13時間33分58秒,10.93292,10時間55分59秒,8.48997,8時間29分24秒
御花畑,35.992369,139.083614,eco,810.419,20.68404,20時間41分3秒,19.20331,19時間12分12秒,17.77319,17時間46分23秒,16.39367,16時間23分37秒,13.57108,13時間34分16秒,10.93825,10時間56分18秒,8.49518,8時間29分43秒
影森,35.972015,139.068413,eco,812.934,20.68972,20時間41分23秒,19.21234,19時間12分44秒,17.78521,17時間47分7秒,16.40834,16時間24分30秒,13.58799,13時間35分17秒,10.95608,10時間57分22秒,8.51262,8時間30分45秒
浦山口,35.963922,139.058134,eco,814.022,20.69217,20時間41分32秒,19.21624,19時間12分58秒,17.79040,17時間47分25秒,16.41467,16時間24分53秒,13.59529,13時間35分43秒,10.96378,10時間57分50秒,8.52014,8時間31分13秒
武州中川,35.958347,139.035439,eco,815.096,20.69459,20時間41分41秒,19.22008,19時間13分12秒,17.79552,17時間47分44秒,16.42091,16時間25分15秒,13.60249,13時間36分9秒,10.97137,10時間58分17秒,8.52757,8時間31分39秒
武州日野,35.953867,139.021888,eco,815.863,20.69631,20時間41分47秒,19.22282,19時間13分22秒,17.79917,17時間47分57秒,16.42536,16時間25分31秒,13.60762,13時間36分27秒,10.97679,10時間58分36秒,8.53286,8時間31分58秒
白久,35.95895,138.993263,eco,815.916,20.69643,20時間41分47秒,19.22301,19時間13分23秒,17.79942,17時間47分58秒,16.42567,16時間25分32秒,13.60798,13時間36分29秒,10.97716,10時間58分38秒,8.53323,8時間32分0秒
三峰口,35.960075,138.978706,eco,816.104,20.69685,20時間41分49秒,19.22368,19時間13分25秒,17.80031,17時間48分1秒,16.42676,16時間25分36秒,13.60923,13時間36分33秒,10.97849,10時間58分43秒,8.53452,8時間32分4秒
川口元郷,35.800187,139.730043,cool,820.062,20.70572,20時間42分21秒,19.23778,19時間14分16秒,17.81909,17時間49分9秒,16.44966,16時間26分59秒,13.63564,13時間38分8秒,11.00634,11時間0分23秒,8.56176,8時間33分42秒
南鳩ヶ谷,35.816839,139.736059,cool,818.147,20.70144,20時間42分5秒,19.23097,19時間13分51秒,17.81002,17時間48分36秒,16.43859,16時間26分19秒,13.62288,13時間37分22秒,10.99288,10時間59分34秒,8.54860,8時間32分55秒
鳩ヶ谷,35.830859,139.735967,cool,816.610,20.69799,20時間41分53秒,19.22549,19時間13分32秒,17.80272,17時間48分10秒,16.42969,16時間25分47秒,13.61262,13時間36分45秒,10.98206,10時間58分55秒,8.53801,8時間32分17秒
新井宿,35.842974,139.737908,heat,815.252,20.69494,20時間41分42秒,19.22064,19時間13分14秒,17.79626,17時間47分47秒,16.42181,16時間25分19秒,13.60353,13時間36分13秒,10.97248,10時間58分21秒,8.52864,8時間31分43秒
戸塚安行,35.858873,139.753689,heat,813.279,20.69049,20時間41分26秒,19.21358,19時間12分49秒,17.78686,17時間47分13秒,16.41034,16時間24分37秒,13.59031,13時間35分25秒,10.95853,10時間57分31秒,8.51500,8時間30分54秒
浦和美園,35.893677,139.72779,eco,809.837,20.68272,20時間40分58秒,19.20122,19時間12分4秒,17.77040,17時間46分13秒,16.39027,16時間23分25秒,13.56716,13時間34分2秒,10.93411,10時間56分3秒,8.49113,8時間29分28秒
西大原,35.260407,140.378029,eco,872.255,20.81870,20時間49分7秒,19.41731,19時間25分2秒,18.05818,18時間3分29秒,16.74129,16時間44分29秒,13.97194,13時間58分19秒,11.36103,11時間21分40秒,8.90857,8時間54分31秒
上総東,35.263313,140.344974,eco,872.210,20.81861,20時間49分7秒,19.41716,19時間25分2秒,18.05798,18時間3分29秒,16.74105,16時間44分28秒,13.97166,13時間58分18秒,11.36074,11時間21分39秒,8.90828,8時間54分30秒
新田野,35.276408,140.328081,eco,870.906,20.81588,20時間48分57秒,19.41283,19時間24分46秒,18.05220,18時間3分8秒,16.73400,16時間44分2秒,13.96354,13時間57分49秒,11.35217,11時間21分8秒,8.89990,8時間54分0秒
国吉,35.280497,140.314046,eco,870.577,20.81519,20時間48分55秒,19.41173,19時間24分42秒,18.05074,18時間3分3秒,16.73222,16時間43分56秒,13.96148,13時間57分41秒,11.35000,11時間21分0秒,8.89778,8時間53分52秒
上総中川,35.282763,140.280636,eco,870.625,20.81529,20時間48分55秒,19.41189,19時間24分43秒,18.05095,18時間3分3秒,16.73248,16時間43分57秒,13.96178,13時間57分42秒,11.35032,11時間21分1秒,8.89809,8時間53分53秒
城見ヶ丘,35.291741,140.252693,cool,869.889,20.81374,20時間48分49秒,19.40944,19時間24分34秒,18.04769,18時間2分52秒,16.72850,16時間43分43秒,13.95719,13時間57分26秒,11.34547,11時間20分44秒,8.89335,8時間53分36秒
大多喜,35.286466,140.243833,cool,870.556,20.81514,20時間48分55秒,19.41166,19時間24分42秒,18.05065,18時間3分2秒,16.73211,16時間43分56秒,13.96135,13時間57分41秒,11.34986,11時間21分0秒,8.89764,8時間53分52秒
小谷松,35.268938,140.251142,cool,872.426,20.81906,20時間49分9秒,19.41788,19時間25分4秒,18.05894,18時間3分32秒,16.74222,16時間44分32秒,13.97301,13時間58分23秒,11.36216,11時間21分44秒,8.90966,8時間54分35秒
東総元,35.259314,140.247381,cool,873.525,20.82135,20時間49分17秒,19.42153,19時間25分18秒,18.06380,18時間3分50秒,16.74815,16時間44分53秒,13.97984,13時間58分47秒,11.36937,11時間22分10秒,8.91672,8時間55分0秒
久我原,35.250265,140.247718,heat,874.523,20.82344,20時間49分24秒,19.42484,19時間25分29秒,18.06820,18時間4分6秒,16.75352,16時間45分13秒,13.98604,13時間59分10秒,11.37591,11時間22分33秒,8.92311,8時間55分23秒
